ID,Name,Age,Nationality,Overall,Potential,Club,Preferred Foot
226793,M. Polster,25,United States,67,72,Chicago Fire,Right
233193,Ribamar,21,Brazil,67,78,Ohod Club,Left
236265,R. Sandoval,23,Peru,67,76,Monarcas Morelia,Right
243945,Gonzalo Verdú,29,Spain,67,67,Elche CF,Right
199146,A. Halliday,26,Scotland,67,68,Rangers FC,Left
212714,T. Casasola,22,Argentina,67,75,US Salernitana 1919,Right
237546,J. Stojanović,26,Serbia,67,69,KV Kortrijk,Right
190698,J. Burić,31,Bosnia Herzegovina,67,67,Lech Poznań,Right
205291,H. Stengel,22,Norway,67,75,Strømsgodset IF,Right
223979,Paolo Fernandes,19,Spain,67,78,NAC Breda,Left
220396,Rufo,25,Spain,67,71,Sandefjord Fotball,Right
45548,T. Hysén,36,Sweden,67,67,IFK Göteborg,Left
191980,Yun Suk Young,28,Korea Republic,67,67,FC Seoul,Left
199917,J. Forster-Caskey,24,England,67,74,Charlton Athletic,Left
214509,N. Palacios,26,Colombia,67,70,Patriotas Boyacá FC,Right
237293,Jhonnattann,28,Brazil,67,67,Al Taawoun,Right
213486,D. Efremov,23,Russia,67,72,PFC CSKA Moscow,Right
214254,B. San Juan,24,Chile,67,73,CD O'Higgins,Right
224494,R. Henry,20,England,67,77,Brentford,Left
238062,B. Baningime,19,DR Congo,67,81,Everton,Right
175598,Zhao Xuri,32,China PR,67,67,Tianjin Quanjian FC,Right
178414,K. Luijckx,32,Netherlands,67,67,SønderjyskE,Right
213743,Tiago Caeiro,34,Portugal,67,67,Os Belenenses,Right
222959,S. Moreo,25,Italy,67,71,Palermo,Right
234223,L. Maciel,22,Argentina,67,75,Club Atlético Lanús,Right
236015,M. Gibbs-White,18,England,67,86,Wolverhampton Wanderers,Right
239855,Ibson Melo,28,Brazil,67,67,Clube Sport Marítimo,Left
213488,D. De Silva,21,Australia,67,78,Sydney FC,Right
221680,N. Hagglund,25,United States,67,71,Toronto FC,Right
224496,G. Gutiérrez,28,Colombia,67,67,Junior FC,Left
237040,D. Nikolaou,19,Greece,67,77,Olympiacos CFP,Left
203249,J. Valencia,23,Ecuador,67,73,Piast Gliwice,Right
221425,K. Nagasawa,26,Japan,67,67,Urawa Red Diamonds,Right
199410,I. Yagan,28,Armenia,67,67,KAS Eupen,Left
169458,A. Bruce,33,Northern Ireland,67,67,Wigan Athletic,Right
237554,M. Bokadi,26,DR Congo,67,71,Standard de Liège,Right
240114,Cleylton,25,Brazil,67,71,Os Belenenses,Right
177138,Ilsinho,32,Brazil,67,67,Philadelphia Union,Right
220915,G. Moncini,22,Italy,67,75,SPAL,Right
163571,M. Jarvis,32,England,67,67,Norwich City,Right
229619,F. Carvalho,24,Uruguay,67,73,Vålerenga Fotball,Left
235507,Iban Salvador,22,Equatorial Guinea,67,75,RC Celta,Left
184819,Ricardo Machado,29,Portugal,67,67,Al Taawoun,Right
186611,M. Vigorito,28,Italy,67,67,Lecce,Right
199668,S. Gallucci,27,Argentina,67,69,Unión Española,Right
219636,F. Manzano,24,Chile,67,74,CD Palestino,Right
221684,B. Sweat,26,United States,67,68,New York City FC,Left
229620,V. Rodić,24,Montenegro,67,70,Hammarby IF,Right
234740,M. El Hankouri,21,Morocco,67,74,Feyenoord,Right
175092,M. Figueroa,35,Honduras,67,67,FC Dallas,Left
245492,Hicham,20,Morocco,67,78,Málaga CF,Right
225013,M. Čovilo,32,Serbia,67,67,FC Lugano,Right
234741,G. Hamer,21,Netherlands,67,76,PEC Zwolle,Right
235253,P. Kammerbauer,21,Germany,67,77,SC Freiburg,Right
204534,N. Ramos,36,Colombia,67,67,Atlético Bucaramanga,Left
167926,A. Grant,31,England,67,67,Shrewsbury,Right
243446,M. Gómez,19,Argentina,67,79,Gimnasia y Esgrima La Plata,Right
245238,Javi Sánchez,21,Spain,67,79,Real Madrid,Right
199159,L. Brattan,28,Australia,67,67,Melbourne City FC,Right
202231,H. Jimenez,29,United States,67,67,Columbus Crew SC,Right
216823,V. Vermeij,23,Netherlands,67,71,Heracles Almelo,Right
233207,S. Muroya,24,Japan,67,71,FC Tokyo,Right
221944,P. Michorl,23,Austria,67,78,LASK Linz,Left
236024,F. N'Goma,25,France,67,70,Stade Brestois 29,Right
177912,M. Lekven,30,Norway,67,67,Vålerenga Fotball,Right
200697,R. Tafazolli,26,England,67,68,Peterborough United,Left
215289,F. Telechea,36,Argentina,67,67,Club Atlético Aldosivi,Right
222969,J. Hergault,32,France,67,67,AC Ajaccio,Right
224761,T. Loska,22,Poland,67,75,Górnik Zabrze,Right
232697,L. Geminiani,27,Argentina,67,68,Patronato,Right
236537,G. Arteaga,19,Mexico,67,75,Santos Laguna,Left
173305,C. Del Grosso,35,Italy,67,67,Pescara,Left
239097,D. Srbeny,24,Germany,67,71,Norwich City,Right
207610,R. Meara,27,Republic of Ireland,67,69,New York Red Bulls,Right
209402,E. Acolatse,22,Netherlands,67,72,Sint-Truidense VV,Right
232698,M. Garrido,32,Argentina,67,67,Patronato,Right
104442,C. Burke,34,Scotland,67,67,Kilmarnock,Right
214779,B. Vides,25,Argentina,67,72,Club Atlético Lanús,Right
232699,L. Comas,23,Argentina,67,73,Patronato,Right
235515,Benito,22,Spain,67,75,CF Rayo Majadahonda,Left
226556,J. Martinez,21,Chile,67,75,CD Huachipato,Right
229628,Fali,24,Spain,67,73,Gimnàstic de Tarragona,Right
171772,Chus Herrero,34,Spain,67,67,Albacete BP,Right
202749,Kim Oh Gyu,29,Korea Republic,67,67,Gangwon FC,Right
224509,U. Rivas,22,Mexico,67,73,Santos Laguna,Right
214014,C. Lizarazo,27,Colombia,67,67,América de Cali,Left
104702,D. Braaten,36,Norway,67,67,SK Brann,Right
229631,Lazo,22,Spain,67,75,CD Lugo,Left
198144,A. Bannink,28,Netherlands,66,66,FC Emmen,Right
203264,S. Wootton,26,England,66,69,Plymouth Argyle,Right
214016,H. Mojica,25,Colombia,66,70,Atlético Bucaramanga,Left
221696,T. McNamara,27,United States,66,66,New York City FC,Right
165888,Kwak Tae Hwi,36,Korea Republic,66,66,FC Seoul,Right
232192,C. Martins Pereira,21,Luxembourg,66,78,ESTAC Troyes,Right
234496,O. Bogle,24,England,66,70,Birmingham City,Left
204033,N. Devlin,24,Scotland,66,68,Walsall,Right
209409,M. Marras,24,Italy,66,68,Pescara,Left
225793,B. Godfrey,20,England,66,79,Norwich City,Right
239361,D. de Wit,20,Netherlands,66,75,Ajax,Right
222466,José Carlos,22,Spain,66,76,CD Lugo,Left
190722,M. Sordell,27,England,66,66,Burton Albion,Right
202243,S. Carrasco,29,United States,66,66,LA Galaxy,Right
143107,M. Gelabert,36,Argentina,66,66,San Martín de San Juan,Right
232451,H. Watanabe,30,Japan,66,66,Vissel Kobe,Right
238595,K. Rodrigues Pires,26,Portugal,66,67,SC Preußen Münster,Left
222724,B. Manuel,21,Belgium,66,74,Royal Excel Mouscron,Left
229892,Álex López,24,Spain,66,71,RCD Mallorca,Left
242180,L. Cabezas,32,Colombia,66,66,La Equidad,Left
244228,A. Bussaglia,21,Italy,66,76,Cittadella,Right
244740,L. Copete,29,Nicaragua,66,66,Deportivo Pasto,Right
199173,M. Crimi,28,Italy,66,66,Spezia,Right
203781,D. Toia,26,United States,66,68,Orlando City SC,Left
212485,D. Bakker,23,Netherlands,66,70,ADO Den Haag,Left
213509,Lucas,25,Brazil,66,70,FC Luzern,Right
242181,Neto Borges,21,Brazil,66,75,Hammarby IF,Left
244229,D. Frare,22,Italy,66,74,Cittadella,Right
220934,C. Rivas,24,Colombia,66,73,Atlético Nacional,Left
228870,B. Straalman,21,Netherlands,66,72,De Graafschap,Right
230918,T. Chalobah,18,England,66,81,Ipswich Town,Right
233222,K. Jóźwiak,20,Poland,66,84,Lech Poznań,Right
196615,U. Bangura,30,Sierra Leone,66,66,FC Zürich,Right
222215,P. Strand,23,Norway,66,72,Molde FK,Right
244231,F. Ahmadzadeh,25,Iran,66,67,Śląsk Wrocław,Left
183559,K. Engel,29,Kazakhstan,66,66,VfL Osnabrück,Right
197896,A. Straith,27,Canada,66,66,VfL Sportfreunde Lotte,Right
214536,Y. Rivera,29,Colombia,66,66,América de Cali,Right
222216,K. Opseth,28,Norway,66,66,FK Bodø/Glimt,Left
205321,J. Naismith,24,Scotland,66,72,Peterborough United,Right
234505,Evander,20,Brazil,66,81,FC Midtjylland,Right
171017,Íñigo López,35,Spain,66,66,Extremadura UD,Right
209162,E. Correa,25,Colombia,66,69,Deportes Tolima,Left
210698,M. Steinmann,23,Germany,66,73,Hamburger SV,Right
232714,Y. Toyoda,33,Japan,66,66,Sagan Tosu,Right
236298,E. Atuesta,21,Colombia,66,80,Los Angeles FC,Right
243210,A. Abeid,20,Mauritania,66,74,AD Alcorcón,Left
199435,P. Barrios,28,Argentina,66,68,Atlético Tucumán,Right
207627,H. Pertuz,29,Colombia,66,66,Independiente Medellín,Right
224267,F. Strauss,23,Austria,66,71,FC Admira Wacker Mödling,Right
172555,R. Schwartz,28,Denmark,66,66,Sarpsborg 08 FF,Right
241931,F. Moyano,20,Argentina,66,79,San Lorenzo de Almagro,Right
178187,C. Kum,32,Germany,66,66,VVV-Venlo,Right
184331,M. Albertazzi,27,Italy,66,66,Livorno,Left
162828,B. Santalab,35,Australia,66,66,Perth Glory,Right
167180,F. Nordkvelle,32,Norway,66,66,Odds BK,Right
234764,David Haro,27,Spain,66,66,GIF Sundsvall,Right
238860,Jadson,26,Brazil,66,68,Portimonense SC,Right
244492,João Gabriel,29,Brazil,66,66,Al Batin,Left
207629,J. Villarreal,24,United States,66,71,Orlando City SC,Left
221709,T. Thompson,22,United States,66,70,San Jose Earthquakes,Right
236045,Reinildo,24,Mozambique,66,70,Os Belenenses,Left
239373,Z. Flemming,19,Netherlands,66,78,PEC Zwolle,Right
205582,A. Forde,24,Republic of Ireland,66,69,Rotherham United,Right
211214,F. Olinga,22,Cameroon,66,73,Royal Excel Mouscron,Right
225550,Gaspar,20,Spain,66,74,UD Almería,Left
232462,H. Okuno,28,Japan,66,66,Vegalta Sendai,Right
232718,Y. Takahashi,33,Japan,66,66,Sagan Tosu,Right
236302,M. Mirić,31,Serbia,66,66,Sporting Lokeren,Right
220943,K. Vassell,25,Northern Ireland,66,70,Rotherham United,Right
224527,Rafa Páez,23,Spain,66,71,FC Sochaux-Montbéliard,Right
227599,D. Dianessy,22,France,66,73,Fortuna Sittard,Left
233487,R. McGree,19,Australia,66,77,Melbourne City FC,Left
184847,J. Goossens,29,Netherlands,66,66,ADO Den Haag,Left
192015,G. Acosta,26,Mexico,66,67,Querétaro,Left
205584,M. Ihiekwe,25,England,66,68,Accrington Stanley,Right
220944,J. Wildsmith,22,England,66,76,Sheffield Wednesday,Right
221456,R. Burke,21,England,66,76,Hull City,Right
200209,N. Larsen,27,Denmark,66,69,FC Nordsjælland,Right
213009,A. Al Ghamdi,23,Saudi Arabia,66,72,Al Ittihad,Left
243985,Manu García,27,Spain,66,70,Extremadura UD,Right
244753,J. Keita,19,Guinea,66,78,Dijon FCO,Right
208146,D. Adorni,25,Italy,66,70,Cittadella,Right
229650,C. Gutiérrez,21,Canada,66,78,CD Huachipato,Left
238354,Ha Chang Rae,23,Korea Republic,66,72,Pohang Steelers,Right
240658,S. Kiyine,20,Morocco,66,79,Chievo Verona,Right
240914,E. Eze,21,Nigeria,66,77,SK Sturm Graz,Right
202259,M. Ødegaard,25,Norway,66,71,Tromsø IL,Right
212243,V. Ranković,25,Germany,66,70,FC Hansa Rostock,Right
224019,Pedro Chirivella,21,Spain,66,75,Liverpool,Right
228627,A. Al Obaid,25,Saudi Arabia,66,70,Al Nassr,Left
228883,B. Gimber,21,Germany,66,77,FC Ingolstadt 04,Left
238867,Theo Ryuki,22,Japan,66,73,Portimonense SC,Right
240915,Miranda,18,Spain,66,81,FC Barcelona,Left
190995,B. Inman,26,Australia,66,66,Rochdale,Right
199700,Aridai,29,Spain,66,66,RCD Mallorca,Right
212244,C. Lenz,23,Germany,66,72,1. FC Union Berlin,Left
221972,Sun Jie,26,China PR,66,70,Changchun Yatai FC,Right
225812,B. Rovira,21,Colombia,66,79,Atlético Bucaramanga,Right
230676,R. Pirrello,22,Italy,66,76,Palermo,Right
243732,G. Vlijter,21,Suriname,66,72,Fortuna Sittard,Left
243988,Álex Díez,22,Spain,66,75,Extremadura UD,Right
200981,N. Dumitru,26,Italy,66,66,Gimnàstic de Tarragona,Right
208917,K. Al Ghamdi,30,Saudi Arabia,66,66,Al Nassr,Right
211221,M. Boyle,25,Australia,66,69,Hibernian,Right
243733,D. Saddiki,21,Netherlands,66,73,Willem II,Right
186645,S. Franklin,33,United States,66,66,Vancouver Whitecaps FC,Right
229910,S. Ingelsson,20,Sweden,66,78,Udinese,Left
234006,Josimar Feijoo,26,Brazil,66,66,Chapecoense,Right
234518,S. Diaz,22,Chile,66,74,Audax Italiano,Left
241686,Manu Vallejo,21,Spain,66,80,Cádiz CF,Right
176406,Lee Sang Ho,31,Korea Republic,66,66,FC Seoul,Right
193302,F. Kurto,27,Poland,66,68,Wellington Phoenix,Right
223255,A. Witry,22,Norway,66,71,Ranheim Fotball,Right
163351,L. Varney,35,England,66,66,Cheltenham Town,Right
243991,Valverde,33,Spain,66,66,Extremadura UD,Right
180759,H. Taniguchi,33,Japan,66,66,Sagan Tosu,Right
213528,J. Blåbjerg,23,Denmark,66,72,Aalborg BK,Left
229912,J. Emmanuel,20,England,66,74,Shrewsbury,Right
239384,N. Gauna,26,Argentina,66,67,Curicó Unido,Left
192792,P. Kovář,32,Czech Republic,66,66,SK Slavia Praha,Right
210713,F. Holst,23,Denmark,66,71,IF Elfsborg,Right
220185,B. Barker,21,England,66,73,Preston North End,Right
178713,L. Trotter,29,England,66,66,AFC Wimbledon,Right
188185,F. Narsingh,30,Netherlands,66,66,De Graafschap,Right
190489,D. Gustavsson,27,Sweden,66,66,IF Elfsborg,Right
229658,C. Dajome,24,Colombia,66,71,América de Cali,Right
200475,M. Trapp,26,Germany,66,67,VfL Osnabrück,Left
169243,A. Mintzel,36,Germany,66,66,SV Wehen Wiesbaden,Left
197148,M. Piossek,28,Poland,66,66,VfL Sportfreunde Lotte,Right
202524,Borja Granero,28,Spain,66,67,Extremadura UD,Left
221468,Son Jeong Hyeon,26,Korea Republic,66,70,Gyeongnam FC,Left
227612,Kim Sung Ju,27,Korea Republic,66,66,Jeju United FC,Left
227868,C. Dieng,24,Senegal,66,68,FC Wacker Innsbruck,Right
233500,L. Sinisterra,19,Colombia,66,79,Feyenoord,Right
235548,M. Cabit,25,France,66,71,AC Ajaccio,Left
236572,O. Wijndal,18,Netherlands,66,80,AZ Alkmaar,Left
189724,N. Vujadinović,31,Montenegro,66,66,Lech Poznań,Left
195356,M. Delač,25,Croatia,66,69,AC Horsens,Right
143133,D. Herner,34,Argentina,66,66,América de Cali,Right
231197,M. Hilßner,23,Germany,66,75,FC Hansa Rostock,Left
231965,Beto da Silva,21,Peru,66,76,Tigres U.A.N.L.,Right
238877,Bastos,26,Spain,66,69,CF Reus Deportiu,Right
244509,D. Jastrzembski,18,Germany,66,84,Hertha BSC,Left
195357,F. Farnolle,33,Benin,66,66,Yeni Malatyaspor,Right
211742,M. Lorenz,29,Germany,66,66,Karlsruher SC,Left
231966,K. Kallaste,29,Estonia,66,66,Korona Kielce,Left
245022,N. Opoku,20,Ghana,66,80,Udinese,Right
144415,S. Ağçay,36,Turkey,66,66,MKE Ankaragücü,Right
239135,M. Wassey,30,Canada,66,66,SC Paderborn 07,Left
245023,P. Micin,19,Serbia,66,83,Udinese,Right
229152,J. Helmer,20,Netherlands,66,75,AZ Alkmaar,Right
170784,C. Doudin,31,Switzerland,66,66,Neuchâtel Xamax,Right
207905,M. Mak,26,Poland,66,66,Piast Gliwice,Right
208929,S. Sharahili,28,Saudi Arabia,66,66,Al Qadisiyah,Right
221985,N. Datković,25,Croatia,66,71,Cracovia,Right
223009,E. Lancini,24,Italy,66,71,Brescia,Right
230177,Jailson Acuna,30,Brazil,66,66,Sport Club do Recife,Right
189217,P. Pawlett,27,Scotland,66,66,Milton Keynes Dons,Right
221986,J. Hardeveld,23,Netherlands,66,70,Heracles Almelo,Left
229154,J. Kliment,24,Czech Republic,66,70,VfB Stuttgart,Right
172322,R. Goreux,30,Haiti,66,66,Standard de Liège,Right
238114,C. Vargas,19,Mexico,66,76,Club América,Left
242722,A. Fuenmayor,21,Venezuela,66,75,Houston Dynamo,Right
177442,R. Åhman Persson,31,Sweden,66,66,IK Sirius,Left
201251,M. Slavov,27,Ukraine,66,66,Vendsyssel FF,Right
221475,Lee Chan Dong,25,Korea Republic,66,69,Jeju United FC,Right
223779,D. Szymański,23,Poland,66,74,Wisła Płock,Right
229923,S. Stolze,23,Germany,66,72, SSV Jahn Regensburg,Right
234787,B. Tekpetey,20,Ghana,66,76,SC Paderborn 07,Right
245283,F. El Mellali,21,Algeria,66,74,Angers SCO,Right
202532,M. Doughty,25,Wales,66,69,Swindon Town,Left
202788,M. Szczepaniak,27,Poland,66,66,Miedź Legnica,Right
214308,A. Martínez,24,Chile,66,71,Audax Italiano,Right
185380,T. Teniste,30,Estonia,66,66,SK Brann,Right
210213,G. Korte,24,Netherlands,66,68,NAC Breda,Right
163621,B. Alnwick,31,England,66,66,Bolton Wanderers,Right
231973,D. Acosta,20,United States,66,79,Real Salt Lake,Left
239397,B. Manu,21,Germany,66,75,Hallescher FC,Right
210726,Jin Seong Wook,24,Korea Republic,66,73,Jeju United FC,Left
233254,S. Akasaki,26,Japan,66,66,Kawasaki Frontale,Right
234534,S. N'Guessan,23,Ivory Coast,66,72,AS Nancy Lorraine,Right
182822,A. Angoula,37,France,66,66,La Berrichonne de Châteauroux,Right
213543,K. Pedersen,25,Denmark,66,71,Aalborg BK,Right
190247,J. Brayford,30,England,66,66,Burton Albion,Right
198952,S. Suciu,28,Romania,66,66,Venezia FC,Right
208424,M. Ricci,24,Italy,66,70,Spezia,Right
229416,Morillas,31,Spain,66,66,CF Rayo Majadahonda,Left
169000,K. Andersen,32,Belgium,66,66,SC Fortuna Köln,Right
242216,F. Varela,22,Argentina,66,75,CF Rayo Majadahonda,Right
189224,Júnior Negão,31,Brazil,66,66,Ulsan Hyundai FC,Left
189736,F. Casarini,28,Italy,66,66,Ascoli,Right
205609,J. Omolo,28,Kenya,66,66,KSV Cercle Brugge,Right
210217,C. Chapman,23,Australia,66,71,Pohang Steelers,Right
213801,Rúben Oliveira,23,Portugal,66,73,CD Aves,Right
219689,S. Lizana,25,Chile,66,68,CD Palestino,Right
221482,K. Hidalgo,22,Chile,66,71,CD Huachipato,Right
157482,J. Mackie,32,Scotland,66,66,Oxford United,Right
237098,Han Seung Gyu,21,Korea Republic,66,74,Ulsan Hyundai FC,Right
230187,Narcisso Mau,30,Brazil,66,66,Ceará Sporting Club,Right
240683,L. Reis,18,Netherlands,66,79,FC Groningen,Right
245035,C. Gomes,17,France,66,84,Manchester City,Right
239660,L. Angulo,22,Colombia,66,73,Independiente Medellín,Right
183596,E. Domaschke,32,Germany,66,66,SV Meppen,Right
193580,M. Nizam,27,Turkey,66,66,Antalyaspor,Left
203309,B. Halloran,26,Australia,66,67,Adelaide United,Right
210477,P. Möschl,25,Austria,66,68,SG Dynamo Dresden,Right
229677,F. Bambock,23,France,66,70,Córdoba CF,Right
238637,S. Vasiliadis,20,Germany,66,77,SC Paderborn 07,Right
239917,Rui Silva,22,Portugal,66,76,Santa Clara,Right
240685,T. van de Looi,18,Netherlands,66,78,FC Groningen,Right
178221,M. Orozco,32,United States,66,66,Lobos BUAP,Right
208174,M. N'Doye,26,Senegal,66,68,GFC Ajaccio,Right
210990,E. Sarraj,28,Saudi Arabia,66,66,Ohod Club,Right
232750,Fabio,29,Brazil,66,66,Gamba Osaka,Right
202799,J. Graham,23,England,66,71,Ipswich Town,Right
214063,E. Farias,29,Chile,66,66,Deportes Iquique,Left
217391,Mica Pinto,25,Portugal,66,68,Fortuna Sittard,Left
217647,J. Tanaka,30,Japan,66,66,Vissel Kobe,Left
225071,B. Whiteman,22,England,66,71,Doncaster Rovers,Right
230447,Nazario Serpe,26,Brazil,66,66,Bahia,Right
243759,I. Arce,26,Argentina,66,69,San Martin de Tucumán,Right
221488,R. Hollingshead,27,United States,66,67,FC Dallas,Right
230192,Botelhinonsa,30,Brazil,66,66,Atlético Paranaense,Right
238385,Lim Chan Wool,23,Korea Republic,66,72,Gangwon FC,Right
239921,Joca,22,Portugal,66,72,Rio Ave FC,Right
240689,J. Sandoval,31,Uruguay,66,66,Argentinos Juniors,Right
244273,B. Knežević,21,Croatia,66,71,Dinamo Zagreb,Right
196145,Y. Anchico,34,Colombia,66,66,Independiente Medellín,Right
226098,F. Del Sole,20,Italy,66,76,Pescara,Left
226866,Dálcio,22,Portugal,66,73,Os Belenenses,Left
163634,F. Cosenza,32,Italy,66,66,Lecce,Right
241202,P. Daka,19,Zambia,66,83,FC Red Bull Salzburg,Right
200499,V. Andriuškevičius,27,Lithuania,66,66,DC United,Left
137267,R. Clark,35,United States,66,66,Columbus Crew SC,Right
202803,M. Angha,24,Switzerland,66,74,FC Sion,Right
232755,J. Dasilva,20,England,66,82,Bristol City,Left
238643,M. Bär,26,Germany,66,67,VfR Aalen,Right
242995,J. Mora,25,Costa Rica,66,71,DC United,Left
243763,G. Rodríguez,27,Argentina,66,66,San Martin de Tucumán,Right
205876,F. Diarra,26,Mali,66,69,La Berrichonne de Châteauroux,Right
197941,K. Igboananike,29,Nigeria,66,66,Örebro SK,Right
213301,S. Horvath,21,Austria,66,71,SG Dynamo Dresden,Right
239669,J. Levi,22,Sweden,66,74,Rosenborg BK,Left
206134,D. Cole,23,England,66,73,Burton Albion,Right
210742,M. Hallberg,22,Sweden,66,73,Vejle Boldklub,Right
224566,Carlos Blanco,22,Spain,66,74,Villarreal CF,Right
241462,R. Guerra,21,Uruguay,66,76,Gimnàstic de Tarragona,Right
186422,S. Scannell,27,Republic of Ireland,66,66,Bradford City,Right
195126,J. Marquis,26,England,66,69,Doncaster Rovers,Right
202295,Park Gi Dong,29,Korea Republic,66,66,Suwon Samsung Bluewings,Left
222263,N. Jackers,20,Belgium,66,75,KRC Genk,Right
238647,M. Schröter,22,Germany,66,72,FSV Zwickau,Right
177719,L. Broź,32,Poland,66,66,Śląsk Wrocław,Right
215864,J. Dodoo,23,Ghana,66,75,Blackpool,Right
228408,C. Ronan,20,Republic of Ireland,66,78,Walsall,Right
230200,Edenildo Lagoas,30,Brazil,66,66,Ceará Sporting Club,Right
165176,S. Freis,33,Germany,66,66, SSV Jahn Regensburg,Right
232760,E. Diaw,23,Senegal,66,71,Korona Kielce,Left
238392,E. Owusu,20,France,66,80,FC Sochaux-Montbéliard,Right
184376,L. Vácha,29,Czech Republic,66,66,Sparta Praha,Right
200505,L. Hutten,28,Netherlands,66,66,Fortuna Sittard,Right
225849,M. Dittgen,23,Germany,66,69,SV Wehen Wiesbaden,Left
233017,Park Han Bin,20,Korea Republic,66,78,Daegu FC,Right
238137,R. Matsuda,26,Japan,66,66,Cerezo Osaka,Right
238649,D. Frick,28,Germany,66,66,FSV Zwickau,Right
241465,Chuca,21,Spain,66,75,Elche CF,Right
186937,A. Lamas,34,Uruguay,66,66,Atlético Tucumán,Left
209210,A. Grant,24,Australia,66,70,Perth Glory,Left
211002,Hwang Seok Ho,29,Korea Republic,66,66,Shimizu S-Pulse,Right
224826,G. Berthier,22,France,66,75,Red Star FC,Left
235834,F. Depaoli,21,Italy,66,79,Chievo Verona,Right
214843,E. Godoy,31,Chile,66,66,Curicó Unido,Left
231227,N. Dorsch,20,Germany,66,79,1. FC Heidenheim 1846,Right
235579,M. Massop,24,Netherlands,66,70,Waasland-Beveren,Left
193851,D. Blacha,27,Poland,66,66,VfL Osnabrück,Right
228156,A. Angulo,21,Colombia,66,76,Rionegro Águilas,Left
235324,R. Niemeijer,23,Netherlands,66,71,FC Emmen,Right
240956,M. Melluso,20,Argentina,66,80,Gimnasia y Esgrima La Plata,Left
202301,Kim Ho Nam,29,Korea Republic,66,66,Jeju United FC,Right
213822,L. Cabrera,24,Chile,66,70,Audax Italiano,Right
224062,P. Dziczek,20,Poland,66,74,Piast Gliwice,Right
235582,L. Badiashile,20,France,66,74,AS Monaco,Right
221503,H. Shipp,26,United States,66,66,Seattle Sounders FC,Right
190015,O. Cissokho,31,Senegal,66,66,US Orléans Loiret Football,Left
192063,Ricardinho,28,Brazil,66,66,Wisła Płock,Right
193087,P. Tomasik,30,Poland,66,66,Lech Poznań,Left
200256,T. Leugers,27,Germany,66,67,SV Meppen,Left
232768,T. Wada,27,Japan,66,66,Sanfrecce Hiroshima,Left
235328,A. Beghetto,23,Italy,66,72,Frosinone,Left
191552,M. Inoha,32,Japan,66,66,Vissel Kobe,Right
198721,D. Cappelletti,26,Italy,66,67,Padova,Right
214081,D. Murillo,24,Colombia,66,71,Junior FC,Right
224065,D. Blanco,23,Argentina,66,75,Defensa y Justicia,Right
235073,G. Kobel,20,Switzerland,66,79,TSG 1899 Hoffenheim,Right
199746,J. Bøge,28,Denmark,66,66,Hobro IK,Right
205378,B. Valette,25,France,66,67,Nîmes Olympique,Right
170818,S. Davies,30,England,66,66,Blackpool,Left
244546,F. Proia,22,Italy,66,74,Cittadella,Right
245058,O. Kiteishvili,22,Georgia,66,77,SK Sturm Graz,Right
202819,C. Forrester,25,Republic of Ireland,66,72,Aberdeen,Right
214339,D. Balanta,24,Colombia,66,72,Junior FC,Right
215363,L. Montipó,22,Italy,66,78,Benevento,Right
224067,J. Tverskov,25,Denmark,66,71,Odense Boldklub,Right
228675,D. Barinov,21,Russia,66,76,Lokomotiv Moscow,Left
169539,M. Hughes,31,England,66,66,Accrington Stanley,Right
204100,S. Brandstetter,28,Germany,66,66,SV Wehen Wiesbaden,Right
237892,R. Seuntjens,29,Netherlands,66,66,VVV-Venlo,Right
207429,D. Samuel,24,England,66,71,Blackburn Rovers,Right
219461,E. Palmer-Brown,21,United States,66,77,NAC Breda,Right
219717,Y. González,23,Colombia,66,71,Junior FC,Right
223813,D. van Bruggen,22,Netherlands,66,73,VVV-Venlo,Right
229445,G. Pacheco,29,Chile,66,66,CD Universidad de Concepción,Right
229701,P. Ochs,21,Germany,66,81,Aalborg BK,Left
231749,Miguelón,22,Spain,66,75,Villarreal CF,Right
175941,J. Horn,31,Norway,66,66,Sarpsborg 08 FF,Right
205382,E. Boldewijn,25,Netherlands,66,67,Notts County,Right
207942,Stéfano Pinho,27,Brazil,66,67,Orlando City SC,Right
220230,P. Bochniewicz,22,Poland,66,73,Górnik Zabrze,Left
227398,E. Caicedo,23,Colombia,66,75,Deportivo Cali,Left
235590,P. Sisniega,22,Mexico,66,73,Real Sociedad,Right
240454,F. Wadja,23,Cameroon,66,72,FC Lorient,Right
209223,A. Al Faraj,29,Saudi Arabia,66,66,Al Nassr,Right
212039,S. Al Muwallad,27,Saudi Arabia,66,67,Al Ahli,Right
181831,Yang Cheng,32,China PR,66,66,Hebei China Fortune FC,Right
117063,N. Douchez,38,France,66,66,Red Star FC,Right
212040,U. Jenssen,21,Norway,66,76,FC Nordsjælland,Left
214088,C. Dawson,22,England,66,74,Sheffield Wednesday,Right
230984,F. Gino,25,Uruguay,66,71,Club Atlético Aldosivi,Right
243016,Alberto Soro,19,Spain,66,80,Real Zaragoza,Left
227145,C. Carrillo,25,Colombia,66,70,Millonarios FC,Right
245065,D. Palacios,18,Ecuador,66,75,Willem II,Left
193865,A. Baclet,32,France,66,66,Cosenza,Left
140618,E. Jääger,33,Estonia,66,66,Vålerenga Fotball,Right
215370,M. Hofmann,24,Austria,66,69,SK Rapid Wien,Right
223306,J. Jach,24,Poland,66,73,Çaykur Rizespor,Left
